CustomerID,Recency_scaled,Frequency_scaled,Monetary_scaled
12346,2.3345741373435525,-0.4250965025587132,8.363010369665085
12347,-0.9053403195403357,0.35441679662391234,0.25169890473935463
12348,-0.17535959314365723,-0.03533985296740041,-0.027987826760211432
12349,-0.7353448079137119,-0.4250965025587132,-0.03240558507107988
12350,2.1745783616949654,-0.4250965025587132,-0.19081154980054366
12352,-0.5653492962870882,0.4843356798210166,0.050906279834486194
12353,1.114606348023076,-0.4250965025587132,-0.2181261854641142
12354,1.3945989554081033,-0.4250965025587132,-0.10788814487242608
12355,1.2146037078034428,-0.4250965025587132,-0.1768982268260273
12356,-0.6953458640015652,-0.16525873616450468,0.08489819745998661
12357,-0.5953485042211982,-0.4250965025587132,0.46292206961175847
12358,-0.9053403195403357,-0.2951776193616089,-0.09801970315306112
12359,-0.345355104770281,-0.03533985296740041,0.4743154115291305
12360,-0.4053535206385011,-0.16525873616450468,0.06827233303835854
12361,1.9445844342001213,-0.4250965025587132,-0.20689535115908458
12362,-0.8953405835622991,0.7441734462152251,0.35368133601088364
12363,0.17463116608762697,-0.2951776193616089,-0.16659123716650556
12364,-0.8453419036721156,-0.03533985296740041,-0.08187579623927028
12365,1.9845833781122681,-0.2951776193616089,-0.15664265470680735
12367,-0.8853408475842623,-0.4250965025587132,-0.20923278941880333
12370,-0.4153532566165378,-0.03533985296740041,0.16620876998889828
12371,-0.47535167248475796,-0.2951776193616089,-0.017890093478226426
12372,-0.2053588010777673,-0.16525873616450468,-0.08355207339124002
12373,2.184578097673002,-0.4250965025587132,-0.1874500909699005
12374,-0.6753463920454919,-0.4250965025587132,-0.1453394711223103
12375,-0.8153426957380054,-0.2951776193616089,-0.17710970933523995
12377,2.2245770415851487,-0.2951776193616089,-0.04681199621181312
12378,0.3746258856483608,-0.4250965025587132,0.21815332651487665
12379,-0.1053614412974004,-0.2951776193616089,-0.1331725484475552
12380,-0.7053455999796019,-0.03533985296740041,0.07525682117156576
12381,-0.8753411116062256,0.09457903022970385,-0.02263731927713142
12383,0.9246113644403788,0.09457903022970385,-0.022052959712201736
12384,-0.6353474481333451,-0.2951776193616089,-0.1628880671236083
12386,2.4545709690799926,-0.2951776193616089,-0.1832983553943048
12388,-0.7653440158478221,0.2244979134268081,0.08147329387657967
12390,-0.1253609132534738,-0.4250965025587132,-0.1668316593875052
12391,-0.7053455999796019,-0.4250965025587132,-0.1790954187901629
12393,-0.2053588010777673,-0.03533985296740041,-0.051878671906212995
12394,-0.28535668890206084,-0.2951776193616089,-0.08639706967306912
12395,-0.7353448079137119,1.0040112126094336,0.10796092162254499
12397,-0.5653492962870882,-0.2951776193616089,0.04020526486832618
12398,-0.4653519365067213,-0.4250965025587132,-0.045972744569990266
12399,0.2646287898899572,-0.03533985296740041,-0.10463242729638925
12401,2.1045802098487085,-0.4250965025587132,-0.21864932640795604
12402,2.3045749294094424,-0.4250965025587132,-0.20292170611756272
12403,-0.42535299259457454,-0.4250965025587132,-0.18042664553236465
12405,0.5646208692310579,-0.4250965025587132,-0.037654803562905396
12406,-0.7053455999796019,-0.2951776193616089,0.15211290421695628
12407,-0.42535299259457454,0.09457903022970385,-0.03790746950812263
